Bill_id,Bill_description,Patron_id,Patron_name
SB219,Photo speed monitoring devices; placement and operations.,S0134,Jones
SB220,"High school student athlete; revising residency requirement to participate in athletic teams, report.",S0134,Jones
SB221,"School crossing zones; active times, locality may increase time preceding & following school hours.",S0134,Jones
SB222,Juvenile offenders; expands eligibility for parole.,S0134,Jones
SB223,"Distributed Energy Resources Task Force; created, membership, reports, sunset.",S0129,VanValkenburg
SB224,Tax administration; award for tax underpayment detection assistance.,S0100,Surovell
SB225,"Virginia Clean Energy Innovation Bank; created, report, membership.",S0100,Surovell
SB226,"Compost and other products containing organic soil amendments; waste disposal infrastructure, etc.",S0100,Surovell
SB227,"Arbitration; high-volume service providers, selection of arbitrator, civil remedies.",S0100,Surovell
SB228,"Localities; liability insurance, certain waiver of sovereign immunity.",S0100,Surovell
SB229,Civil actions filed on behalf of multiple persons; class actions.,S0100,Surovell
SB230,"Police and court records; expungement of records, delayed effective date.",S0100,Surovell
SB231,"Community Colleges and Virginia Community College System, State Board for; funding model, report.",S0122,Head
SB232,Consumer Data Protection Act; prohibitions and duties relating to minors.,S0122,Head
SB233,Fire Programs Fund; distribution of fund.,S0122,Head
SB234,Student discipline and codes of student conduct; anti-bullying policies and procedures.,S0122,Head
SB235,"Va. Birth-Related Neurological Injury Compensation Program; electronic filing, review of claims.",S0122,Head
SB236,"Income tax, state; newborn and stillborn tax credit.",S0122,Head
SB237,"App Store Accountability Act; civil penalties, civil action.",S0122,Head
SB238,"Va. School for the Deaf & the Blind, Board of Visitors of the; authority to establish campus police.",S0122,Head
SB239,State Health Services Plan Task Force; designated areas of state in need of additional project.,S0122,Head
SB240,"Retail franchise agreements; governing law, competition restrictions.",S0122,Head
SB241,Home care organizations; licensure.,S0122,Head
SB242,"Roanoke Higher Education Authority; board of trustees, reduces membership.",S0122,Head
SB243,"Adult protective services; creates adult abuse, neglect, and exploitation central registry.",S0122,Head
SB244,Managed care organization contracts; notice to providers.,S0122,Head
SB245,"School boards; use of social media by schools, etc.",S0122,Head
SB246,"Virginia Nonstock Corporation Act; numerous revisions to Act, delayed effective date.",S0100,Surovell
SB247,"Nursing homes; application to Commissioner of Health for change of operator license, civil penalty.",S0086,Favola
SB248,Restaurants; food allergy awareness notice required.,S0133,Srinivasan
SB249,"Electric utilities; definitions, integrated resource plans, report.",S0100,Surovell
SB250,"Electric utilities; small portable solar generation devices, local regulation.",S0100,Surovell
SB251,Electric utilities; performance-based regulatory framework.,S0100,Surovell
SB252,"Renewable energy portfolio standard program; energy from geothermal heating/cooling systems, report.",S0100,Surovell
SB253,Electric utilities; pilot programs for energy assistance and weatherization for certain individuals.,S0019,Lucas
SB254,"Electric utilities; shared solar programs, Phase II Utility.",S0100,Surovell
SB255,"Electric utilities; shared solar programs, Phase I Utility.",S0100,Surovell
SB256,Appliance minimum energy and water conservation standards; requirement of manufacturers.,S0098,McPike
SB257,Health insurance; requirements for certain opioid antagonists.,S0086,Favola
SB258,Virginia Human Rights Act; reasonable accommodation for known limitations related to menopause.,S0124,Pekarsky
SB259,"Early Childhood Mental Health Consultation Program; established, development of modules, report.",S0082,Stanley
SB260,"Aging, Commonwealth Council on; advising strategies for reducing social isolation among seniors.",S0082,Stanley
SB261,"Cruelty to animals; malicious killing of a dog or cat, penalty.",S0082,Stanley
SB262,Tort claims against the Commonwealth; liability for dangerous condition on public roadway.,S0082,Stanley
SB263,"Virginia Public Procurement Act; certification for service disabled veteran-owned businesses, etc.",S0082,Stanley
SB264,"Individualized education programs; guidelines/materials for students for addressing bullying, etc.",S0082,Stanley
SB265,Elementary and secondary schools or higher educational institutions; bullying and cyberbullying.,S0082,Stanley
SB266,"Companion Animal Surgical Sterilization Program and Fund; established and created, report.",S0082,Stanley
SB267,"Electric utility infrastructure; Dept. of Energy & SCC to conduct comprehensive analysis, report.",S0129,VanValkenburg
SB268,"Income tax, state; creates child tax credit.",S0118,Craig
SB269,"Mental health service providers;  definitions, use of artificial intelligence system, civil penalty.",S0086,Favola
SB270,Recovery residences; regulations.,S0129,VanValkenburg
SB271,Prescription Drug Affordability Board; established.,S0062,Deeds
SB272,"Firearm or explosive material; exemptions, carrying in public institutions of higher education.",S0062,Deeds
SB273,"Virginia Residential Landlord and Tenant Act; Eviction Diversion Program, eligibility.",S0067,Locke
SB274,Hampton University; recognition and restoration of status as a land-grant university.,S0067,Locke
SB275,"Medicaid managed care organizations; community health worker expansion, etc., report.",S0130,Williams Graves
SB276,"State correctional facilities; visitation policies, annual report.",S0130,Williams Graves
SB277,Elections; prohibited area within 10 feet of the curbside voting area.,S0130,Williams Graves
SB278,Federal 340B Drug Pricing Program; impacts within the Commonwealth.,S0133,Srinivasan
SB279,"Contractors, Board for; tradesman apprenticeship requirements.",S0118,Craig
SB280,"Autism Advisory Council; repeals council, advisory Board established, report, sunset.",S0115,Aird
SB281,"Waverly, Town of; amending charter, transitioning town government.",S0115,Aird
SB282,Dental hygienist licensure; dentists eligible to practice in a foreign country or jurisdiction.,S0115,Aird
SB283,"Penalties for failure to appear; definition, contempt.",S0115,Aird
SB284,Teachers; timeline and process for increasing salaries to at least national average.,S0115,Aird
SB285,"Urban Public-Private Partnership Redevelopment  grant program; Board of HCD to review, etc.",S0115,Aird
SB286,State Government Internship Coordinator; DHRM to establish and employ.,S0115,Aird
SB287,"State Police, Department of, Executive Protection Division; security and transportation duties.",S0115,Aird
SB288,"Protection of employees; standards for heat illness prevention, report.",S0115,Aird
SB289,"Hopewell, City of; amending charter, membership of Hopewell Water Renewal Commission.",S0115,Aird
SB290,Virginia Residential Landlord and Tenant Act; enforcement by localities.,S0115,Aird
SB291,"Health, State Board of, regulations; standards for levels of neonatal care.",S0115,Aird
SB292,"Local health directors; evaluation criteria, reports.",S0115,Aird
SB293,"Richmond Internatl. Airport; discontinuing use of PFAS chemicals in firefighting materials, report.",S0115,Aird
SB294,"Va. Residential Landlord & Tenant Act; submetering, energy allocation, & ratio utility billing sys.",S0115,Aird
SB295,"Public schools, etc.; student participation in women's sports, civil cause of action.",S0105,Peake
SB296,County manager plan of government; affordable dwelling unit ordinance.,S0086,Favola
SB297,"Photo speed monitoring devices; law-enforcement agencies to report to VSP number of summonses, etc.",S0105,Peake
SB298,"Absentee voting in person; available beginning on tenth day prior to election, hours of operation.",S0105,Peake
SB299,"New College Institute; reconstitution of Institute as West Piedmont Higher Education Center, etc.",S0133,Srinivasan
SB300,Peanut; designating as state snack.,S0116,Jordan
SB301,"Exemptions from garnishment; minimum protected account balance, certain benefit payments.",S0129,VanValkenburg
SB302,"Peanuts; excise tax, sunset extended.",S0116,Jordan
SB303,"Suffolk, City of; amending charter, clarifying membership of city council.",S0116,Jordan
SB304,"Va. Retirement System; enhanced retirement benefits for 911 dispatchers, delayed effective date.",S0116,Jordan
SB305,"Kinship foster care; barrier crime waiver, report.",S0124,Pekarsky
SB306,"Traffic light signals and traffic control device monitoring systems; locality to report to VSP member of traffic violations, etc.,report.",S0105,Peake
SB307,"Crimes by gangs; definition of ""predicate criminal act,"" penalties.",S0105,Peake
SB308,Drug overdose and drug overdose deaths; VDH to develop plan for opioid overdose response.,S0124,Pekarsky
SB309,Driver education programs; voluntary initiatives for drivers with autism spectrum disorder.,S0124,Pekarsky
SB310,State Corporation Commission; time frame for completion of certain proceedings.,S0112,Hackworth
SB311,"Constitutional amdmnt. marriage between two adult persons, repeal of same-sex marriage prohibition.",S0085,Ebbin
SB312,"Assault firearms; carrying in public areas prohibited, penalty.",S0085,Ebbin
SB313,"Virginia Residential Landlord and Tenant Act; rental payment methods, prohibited fees.",S0085,Ebbin
SB314,Tourism improvement districts; transient occupancy tax in Arlington County.,S0085,Ebbin
SB315,"Safeguarding American Veteran Empowerment Act; created, prohibited practices, penalties.",S0085,Ebbin
SB316,"Notarization, filing, & recordation of certain land records; duties of notary or settlement agent;.",S0112,Hackworth
SB317,Interjurisdictional law-enforcement agreements; development of behavioral health co-response teams.,S0125,Perry
SB318,"Virginia Public Procurement Act; preference for local products and firms, by localities.",S0085,Ebbin
SB319,Migrant labor camp permits; removes expiration date.,S0125,Perry
SB320,Autonomous truck-mounted attenuators; pilot program authorized.,S0133,Srinivasan
SB321,"Abandonment of highway; section of the secondary state highway system, local authority.",S0098,McPike
SB322,National Popular Vote Compact; enters Virginia into an interstate compact.,S0085,Ebbin
SB323,"Plastic firearms or receivers, etc., transfer, etc., prohibited; penalties.",S0085,Ebbin
SB324,Virginia Public Procurement Act; additional public works contract requirements.,S0098,McPike
SB325,Va. Residential Landlord & Tenant Act; early termination of rental agreement by military personnel.,S0125,Perry
SB326,Virginia Public Procurement Act; cooperative procurement.,S0098,McPike
SB327,"Electric utilities; pilot program for electric energy conservation, solar energy generation.",S0129,VanValkenburg
SB328,Housing for local employees; grants for homeownership.,S0125,Perry
SB329,"Va. Sexual & Domestic Violence Victim fund; fee for offenses related to solicitation of minors, etc.",S0125,Perry
SB330,Probation and parole officers; subscriber agreements with clerks' offices.,S0125,Perry
SB331,"Veterinary Medicine, Board of; traineeships.",S0126,Roem
SB332,Medical marijuana; administration to terminally ill patients.,S0086,Favola
SB333,"Remediated Mine Gas Grant Program; established, report.",S0112,Hackworth
SB334,Conveyances of interests in real property; public hearing required.,S0126,Roem
SB335,"Mental illness, neurocognitive disorder, etc.; affirmative defense or reduced penalty.",S0106,Boysko
SB336,"Tier 2 emergency generators; SCC shall evaluate impact of requiring data centers to limit use, etc.",S0126,Roem
SB337,"Virginia National Guard; reports to General Assembly, state militias, etc.",S0125,Perry
SB338,"Consumer Data Protection Act; data controller responsibilities, precise geolocation data.",S0125,Perry
SB339,"SCC; cost allocation proceedings for certain electric utilities, definitions.",S0125,Perry
SB340,Small renewable energy projects; agrivoltaics definition.,S0125,Perry
SB341,"Private elementary and secondary schools; policies relating to bullying and cyberbullying, etc.",S0106,Boysko
SB342,Condemnation of conservation or open-space easement; compensation.,S0125,Perry
SB343,"Herndon, Town of; amending charter, clarifies duties of town council.",S0106,Boysko
SB344,"Mammalian wildlife; separation and hybridization prohibited, exceptions.",S0106,Boysko
SB345,"Guardianship/conservatorship of incapacitated adult; right to request counsel, right to a jury trial.",S0126,Roem
SB346,Zoning; manufactured housing.,S0129,VanValkenburg
SB347,"Solar facilities; local regulation, permits, special exceptions.",S0129,VanValkenburg
SB348,"Firearms; storage in residence where minor or person prohibited from possessing is present, penalty.",S0106,Boysko
SB349,Virginia Residential Landlord and Tenant Act; pre-tenancy fees.,S0129,VanValkenburg
SB350,Absentee voting; counting ballots prior to the close of polls.,S0126,Roem
SB351,"Courthouses; certain civil arrests prohibited, penalty.",S0127,Salim
SB352,"Law-enforcement officers; restrictions on wearing of facial coverings, exceptions, penalty.",S0127,Salim
SB353,"Consultation with federally recognized tribes; permits and reviews, etc.",S0069,McDougle
SB354,Minimum parking requirements; prohibition on mandates by localities.,S0127,Salim
SB355,Local anti-rent gouging authority; civil penalty.,S0106,Boysko
SB356,"American Indians, Virginia and federally recognized tribes; establishes definitions, sovereignty.",S0069,McDougle
SB357,"Medicaid Financial Oversight, Office of; established.",S0069,McDougle
SB358,Continuing care providers; quarterly meeting requirements.,S0069,McDougle
SB359,"Health care; decision-making, end of life, penalties.",S0106,Boysko
SB360,"Nitrous oxide; sale, distribution, etc., prohibited, penalties.",S0078,Stuart
SB361,"Health insurance; coverage for contraceptive drugs & devices, including over-the-counter.",S0117,Carroll Foy
SB362,"Health insurance; coverage for donor human milk, penalties.",S0117,Carroll Foy
SB363,"License plates, special; recognition of those lost or injured in military service, fees.",S0069,McDougle
SB364,"Virginia Gun Violence Prevention Center; work group to develop policy, etc., to establish.",S0117,Carroll Foy
SB365,"Fostering Access, Innovation, and Responsibility in Artificial Intelligence Act; established.",S0124,Pekarsky
SB366,"VA Public Procurement Act; additional public works contract requirements, delayed effective date.",S0117,Carroll Foy
SB367,Affordable housing; religious organizations and other nonprofit tax-exempt properties.,S0117,Carroll Foy
SB368,Campaign finance; contribution limits and public campaign financing.,S0117,Carroll Foy
SB369,"Civil actions; assignment as business litigation action, requirements, delayed effective date.",S0117,Carroll Foy
SB370,Prevailing wage rate for public works contracts; civil penalties.,S0117,Carroll Foy
SB371,"Electric utilities; electric demand flexibility programs, high energy demand customers, report.",S0098,McPike
SB372,"Employment; expands provisions for paid sick leave, civil penalties.",S0117,Carroll Foy
SB373,Va. Residential Landlord and Tenant Act; defense to action for possession for nonpayment of rent.,S0106,Boysko
SB374,Newborn screening; VDH regulations to include Gaucher disease.,S0106,Boysko
SB375,"Virginia College Opportunity Fund; established, reports.",S0100,Surovell
SB376,Motor vehicle collisions; preservation and collection of certain mobile telephone data.,S0100,Surovell
SB377,"Electric substation construction agreements; ""electric cooperatives"" or ""cooperative,"" definitions.",S0100,Surovell
SB378,"Public employees; repeals existing prohibition on collective bargaining, etc.",S0100,Surovell
SB379,Psilocybin; Board of Pharmacy to reschedule upon federal scheduling changes.,S0106,Boysko
SB380,"Income tax, corporate and state; subtraction for broadband grant fund awards.",S0106,Boysko
SB381,"Higher educational institutions, public; appointment and composition of members, powers and duties.",S0100,Surovell
SB382,"Smart Solar Permitting Platform; established, residential solar energy systems.",S0100,Surovell
SB383,"Invasive plant species installation; written notification to property owners, civil penalty.",S0121,French
SB384,Artificial intelligence; framework for person/entity acting as an independent verification org.,S0130,Williams Graves
SB385,"Front Royal, Town of; amending charter, relating to town manager.",S0121,French
SB386,"Owners of sewage treatment works; land application, marketing, or distributing of sewage sludge.",S0078,Stuart
SB387,"Virginia Beach, City of; amending charter, certain land use approvals.",S0118,Craig
SB388,Affordable housing; religious organizations and other nonprofit tax-exempt properties.,S0098,McPike
SB389,"Motor vehicles; use of safety belt systems, exempts certain emergency medical services personnel.",S0116,Jordan
SB390,"Apple Board; repealing Board and Apple Fund effective July 1, 2028, delayed effective date, report.",S0121,French
SB391,"Virginia Alcohol Safety Action Program (VASAP), Commission on; structure and responsibilities.",S0078,Stuart
SB392,Site cleanup guidelines; residential property and other buildings used for illicit drugs.,S0116,Jordan
SB393,"Virginia's Great Outdoors Act; established, creates data center land conservation tax.",S0125,Perry
SB394,Artificial intelligence; use of systems for student instruction.,S0124,Pekarsky
SB395,"Emergency and temporary detention transportation; clarifies term of  ""law-enforcement officer.""",S0116,Jordan
SB396,"Driver's licenses; requirements for initial licensure, persons age 18 to 21.",S0119,Diggs
SB397,"Courthouse, jail, & court-related facilities; assessment of costs for construction, renovation, etc.",S0119,Diggs
SB398,Virginia Birth-Related Neurological Injury Compensation Program and Fund; filing of claims.,S0125,Perry
SB399,"Driver training school and driver training instructors; standards, discipline, report.",S0119,Diggs
SB400,Admissions tax in counties; retail sales and use tax dedicated to promotion of tourism.,S0119,Diggs
SB401,"Authorized septic system inspectors; scope of services and requirements for performance, etc.",S0116,Jordan
SB402,"Residential property owners; insurance policies, roofing services by contractors.",S0100,Surovell
SB403,Power Transformer Manufacturing Grant Fund; created.,S0019,Lucas
SB404,Active Pharmaceutical Ingredient Manufacturing Grant Fund; established.,S0019,Lucas
SB405,Virginia Health Workforce Development Authority; administration of nursing scholarships.,S0019,Lucas
SB406,"Va. State Bar, et al.; use of nondisclosure/confidentiality prov. in certain settlement agreements.",S0106,Boysko
SB407,"Transportation electrification; integrated resource planning, fast-charging stations, etc.",S0106,Boysko
SB408,"Solicitation of contributions; enforcement, creates private right of action.",S0078,Stuart
SB409,Assisted living facilities; electronic monitoring in resident rooms.,S0106,Boysko
SB410,"Pharmacy benefits managers; various requirements, report.",S0105,Peake
SB411,"Youth Health Protection Act; established, civil penalty.",S0105,Peake
SB412,Court appearance of a person not free on bail; changes to provisions regarding hearings.,S0106,Boysko
SB413,"Health insurance; cost-sharing, pharmacy benefits managers, compensation and duties, civil penalty.",S0105,Peake
SB414,Atlantic States Marine Fisheries Compact; withdrawal from compact.,S0078,Stuart
SB415,Va. Brownfield & Coal Mine Renewable Energy Grant Fund; increases kilowatt of nameplate capacity.,S0105,Peake
SB416,"Deferred dispos. in criminal case; persons with autism, intellectual, or developmental disabilities.",S0106,Boysko
SB417,"Cloud Computing Cluster Infrastructure Grant Fund; reclaimed water usage, definitions.",S0078,Stuart
SB418,"Therapeutic interchange; authorizes pharmacists to perform, adaptation of prescriptions.",S0086,Favola
SB419,Retirement systems; one additional year creditable service for certain individuals.,S0118,Craig
SB420,Extreme Weather Taxpayer Protection Program and Fund; established.,S0106,Boysko
SB421,Pharmacist; remote verification and counseling in opioid treatment programs.,S0086,Favola
SB422,Virginia Conservation Easement Act; definition of federally recognized tribe.,S0078,Stuart
SB423,"Electric utilities; duty to furnish adequate service, high-demand customers.",S0125,Perry
SB424,"Alcoholic beverage control; distiller's licensees as agents of Board, sale of alcoholic beverages.",S0125,Perry
SB425,Comprehensive plan; environmental justice strategy.,S0114,Bagby
SB426,Alteration of suspension system and bumper heights; proof of compliance.,S0131,Mulchi
SB427,High school graduation requirements; history and social studies credits.,S0114,Bagby
SB428,School crossing zones; expands definition to include higher educational institutions.,S0114,Bagby
SB429,"Health, Department of, and State Health Commissioner; nursing home oversight and accountability.",S0122,Head
SB430,"Service employees; authority of local governments, definition.",S0114,Bagby
SB431,VCU Health System Authority; changes relating to board of directors and chief executive officer.,S0114,Bagby
SB432,Financial institutions; loans and legal rate of interest.,S0114,Bagby
SB433,"Unemployment insurance; benefit eligibility conditions, etc.",S0114,Bagby
SB434,"Virginia Birth-Related Neurological Injury Compensation Program and Fund; board of directors, etc.",S0098,McPike
SB435,"Lane filtering; motorcycles, penalty, delayed effective date.",S0114,Bagby
SB436,"Photo speed monitoring devices; highway work zones, workers present.",S0114,Bagby
SB437,Truck-mounted attenuators; certain vehicles equipped with amber and green warning lights.,S0114,Bagby
SB438,Absentee voting in person; available the second and third Sunday before all elections.,S0114,Bagby
SB439,College and Career Ready Virginia Program; advisory committee and work group composition.,S0114,Bagby
SB440,"License plates from another vehicle; use, authorized time period.",S0114,Bagby
SB441,"License plates; use, special permit, validity period.",S0114,Bagby
SB442,Court Date Reminder Program; established.,S0114,Bagby
SB443,"Siting of battery energy storage projects; commercial solar photovoltaic generation facilities, etc.",S0098,McPike
SB444,Offenses relating to gift cards; penalties.,S0114,Bagby
SB445,"Motor Vehicles, Department of;  release of data to certain institutions of higher education, fee.",S0114,Bagby
SB446,"Limited-duration licenses, driver privilege cards, and permits; validity periods for documents.",S0098,McPike
SB447,"Virginia Boys and Men Advisory Commission; established, report, sunset provision.",S0114,Bagby
SB448,"Electric utilities; energy storage requirements, Department of Energy to develop model ordinance.",S0114,Bagby
SB449,Constitutional amendment; fundamental right to reproductive freedom(submitting to qualified voters).,S0106,Boysko
SB450,"Public school teacher licensure requirement; comprehensive review of alt. licensure pathway, report.",S0114,Bagby
SB451,Duty of care and liability of landowner; injury or death of person operating off-road motorcycle.,S0116,Jordan
SB452,"Commonwealth Savers Plan; ImABLE accounts established, tax treatment.",S0116,Jordan
SB453,Intentional discharge of untreated sewage onto land or into waters of the Commonwealth; penalty.,S0078,Stuart
SB454,Zoning; by-right multifamily residential development.,S0129,VanValkenburg
SB455,"Tow truck drivers; prohibited acts, employing unregistered tow truck drivers.",S0096,DeSteph
SB456,Higher ed. institutions; eligibility for in-state tuition for citizens of fed. recognized Va. tribes.,S0078,Stuart
SB457,"Electric utilities; renewable energy portfolio standard eligible sources, etc.",S0096,DeSteph
SB458,Electric utilities; regional energy market.,S0096,DeSteph
SB459,"Liquefied petroleum gas fitters; service disconnection requirements, civil penalties.",S0078,Stuart
SB460,State employee health insurance plan; coverage for prosthetic devices.,S0126,Roem
SB461,"Commercial electrofishing; MRC to temporarily prohibit in portions of Rappahannock River, report.",S0078,Stuart
SB462,"Louisa, Town of; new charter, previous charter repealed.",S0132,Cifers
SB463,"Child custody cases; Jud. Council of Va., et al., to evaluate representation by guardians ad litem.",S0126,Roem
SB464,Interest in agricultural land; amends definition of foreign adversaries.,S0078,Stuart
SB465,Retail Sales and Use Tax; exemption for data centers.,S0062,Deeds
SB466,"Electric utilities; cost recovery, costs substantially related to serving data center customers.",S0078,Stuart
SB467,High load facilities; impact assessments.,S0062,Deeds
SB468,Juvenile secure detention facilities; placement of juveniles referred from another locality.,S0080,Marsden
SB469,"Regional or local detention homes; educational programs, staffing, funding.",S0080,Marsden
SB470,"Electric utilities; renewable portfolio standard program, zero-carbon electricity, etc.",S0080,Marsden
SB471,"Hunting dogs; releasing on state or local roadway, hunting, fishing, and trapping special license.",S0080,Marsden
SB472,Court fines and fees; waiver of fees for indigent defendant.,S0062,Deeds
SB473,Occoquan Reservoir; low-flow protections for drinking water safe yield.,S0080,Marsden
SB474,"Atlantic Menhaden Research Fund; established, report.",S0080,Marsden
SB475,Court Date Reminder Program; established.,S0080,Marsden
SB476,Health insurance; prior authorization requests reviewed by physician.,S0096,DeSteph
SB477,Tow truck drivers; temporary registration.,S0096,DeSteph
SB478,Financial institutions; loans and legal rate of interest.,S0080,Marsden
SB479,Virginia Stock Corporation Act; changes to Act.,S0080,Marsden
SB480,Adults charged with criminal offenses punishable by incarceration; Va. longitudinal Data System.,S0062,Deeds
SB481,Emergency services and disaster preparedness programs; inclusion of federally recognized tribes.,S0080,Marsden
SB482,"Sodium Chloride; alternatives to use to treat and pretreat roadways for winter weather, report.",S0126,Roem
SB483,Tribal Medicaid Advisory Group; established.,S0080,Marsden
SB484,DGS; work group to provide recommendations relating to transitioning to an independent agency.,S0062,Deeds
SB485,"Children's Ombudsman, Office of the; study extending oversight to include committed juveniles.",S0080,Marsden
SB486,Gluten disclaimer; required disclosures for dietary supplements and medication.,S0078,Stuart
SB487,Electric cooperatives; authorized to establish and implement a virtual power plant program.,S0098,McPike
SB488,Localities; statewide housing targets.,S0129,VanValkenburg
SB489,"Financial institutions and services; virtual currency kiosk operators, license required, penalties.",S0127,Salim
SB490,"Mixed-income housing; creating a two-year pilot program that provides loan origination, etc.",S0129,VanValkenburg
SB491,"Public schools; right to free public elementary and secondary education, discrimination, etc.",S0124,Pekarsky
SB492,"Geology; added  to definition of ""professional services,"" continuing education.",S0124,Pekarsky
SB493,"Consumer protection; automatic renewal or continuous service offers, disclosure and cancellation.",S0124,Pekarsky
SB494,"Higher educational institutions, public; membership of governing boards.",S0062,Deeds
SB495,"Substantial risk orders; eligible petitioners, court jurisdiction, constr. possession of firearms.",S0062,Deeds
SB496,"Handguns in unattended motor vehicle; definitions, penalty.",S0080,Marsden
SB497,"Transmission lines, certain; Department of Transportation to identify opportunities for siting.",S0125,Perry
SB498,"School Construction and Modernization, Commission on; revisions, elimination of sunset.",S0115,Aird
SB499,"Chesapeake Bay Pay for Outcomes Fund; established, report.",S0080,Marsden
SB500,Health insurance; prior authorization for health care services.,S0096,DeSteph
SB501,Guardians ad litem; mandatory appointment in custody or visitation cases involving a minor.,S0126,Roem
SB502,Campaign finance; prohibited contributions to candidates.,S0126,Roem
SB503,"Phase II Utility; rates, terms, and conditions of services, certain customers.",S0126,Roem
SB504,"Vested rights; rulings or orders of the local circuit court, residential project.",S0062,Deeds
SB505,"Electric utilities, certain; purchased power cost risk mitigation practices.",S0062,Deeds
SB506,Vehicle equipment; clear film on windshields.,S0132,Cifers
SB507,Virginia retirement systems; investments in companies with elected official interests.,S0098,McPike
SB508,"Electric utilities; comprehensive assessments, surplus interconnection service.",S0129,VanValkenburg
SB509,"Licensed suppliers of electric energy; aggregate demands, total retail load limit.",S0129,VanValkenburg
SB510,"Virginia Clean Energy Research and Support Center; established, report.",S0129,VanValkenburg
SB511,"Career & technical education prog., associate degree programs, etc.; return on investment analysis.",S0132,Cifers
SB512,"Electric utilities; rates for generation and distribution services, notice of energy rationing.",S0082,Stanley
SB513,"Comprehensive mental health, substance abuse, & developmt. disability crisis services; written plan.",S0062,Deeds
SB514,Marcus Alert Evaluation Task Force; created.,S0062,Deeds
SB515,"Electric Utility Regulation, Commission on; scope and name changes to Energy Commission of Virginia.",S0062,Deeds
SB516,"Electric utilities; disconnection reports, State Corporation Commission database, annual summary.",S0062,Deeds
SB517,U.S. Route 58 Corridor Development Program; issuance of bonds.,S0082,Stanley
SB518,"Public works contracts; prevailing wage rate, definitions, civil penalty.",S0113,Rouse
SB519,"Land and urban areas; DCR shall assess how best to achieve permanent conservation by 2036, report.",S0062,Deeds
SB520,Uninsured Employer's Fund; administrative expenses.,S0062,Deeds
SB521,Data centers; rainwater harvesting systems.,S0062,Deeds
SB522,Forest Sustainability Fund; Office of Working Lands Preservation to manage.,S0130,Williams Graves
SB523,Line of Duty Act; payments to beneficiaries.,S0062,Deeds
SB524,"Mental health & substance abuse disorders; network adequacy standards, comparative analyses, report.",S0062,Deeds
SB525,Mutual aid agreements; public safety radio equipment.,S0078,Stuart
SB526,"Elections; affirmation statement in lieu of identification, additional information required.",S0132,Cifers
SB527,Pharmaceutical Substance Manufacturing Grant Fund; created.,S0062,Deeds
SB528,Misdemeanor proceedings; competency treatment.,S0082,Stanley
SB529,"Public schools; school security and discipline, employment of school security officers, training.",S0119,Diggs
SB530,"Conflict of Interests Act, State/Local Gov't.; electronic discl. by local govt officers & employees.",S0133,Srinivasan
SB531,"Zoning; development and use of accessory dwelling units, delayed effective date.",S0133,Srinivasan
SB532,"Alcoholic beverage control; banquet license, municipality or nonprofit organization.",S0078,Stuart
SB533,"Elections; absentee voting in person, uniform availability.",S0101,Suetterlein
SB534,"Emergency custody orders; transportation to treatment center, etc.",S0101,Suetterlein
SB535,Nursing homes and certified nursing facilities; required liability insurance coverage.,S0068,Obenshain
SB536,Medical malpractice information disclosures; report.,S0068,Obenshain
SB537,Certain civil actions against employees; liability of employer to vulnerable victims.,S0068,Obenshain
SB538,"Parole; investigation prior to release, input from the attorney for the Commonwealth.",S0101,Suetterlein
SB539,Virginia Public-Private Safety Communications Infrastructure Fund; established.,S0068,Obenshain
SB540,Undue influence; presumptions in actions contesting validity of a trust or trust instrument.,S0068,Obenshain
SB541,Time zone; permanent Eastern Standard Time in the Commonwealth.,S0078,Stuart
SB542,"Cannabis control; establishes framework for creation of retail marijuana market, penalties, report.",S0115,Aird
SB543,Marijuana and hemp products; enforcement.,S0115,Aird
SB544,Voter identification; identification containing a photograph required.,S0132,Cifers
SB545,Ivermectin; authorize over-the-counter sale.,S0132,Cifers
SB546,"Mortgages; annual notice of potential assumption required, delayed effective date.",S0099,Sturtevant
SB547,"Single-Family Homebuyer Protection Act; established, civil penalty.",S0099,Sturtevant
SB548,"Abortion; born alive infant, treatment and care, penalty.",S0099,Sturtevant
SB549,"General Assembly; intergovernmental affairs, etc.",S0099,Sturtevant
SB550,"Transportation network companies; publishing and disclosure requirements, delayed effective date.",S0133,Srinivasan
SB551,"Energy load flexibility protocols; SCC et al., to evaluate high electric demand customers, report.",S0133,Srinivasan
SB552,"Siting of large data centers; site assessment, standards, civil penalties.",S0099,Sturtevant
SB553,"Certain data from water users; water use consumption for domestic, etc., purposes, data centers.",S0133,Srinivasan
SB554,"Zoning; high-energy users, local authority.",S0133,Srinivasan
SB555,Nursing homes; periodic medical visits and resident assessments.,S0099,Sturtevant
SB556,Child abuse & neglect; mandatory reporting for certain persons in their prof. or official capacity.,S0125,Perry
SB557,"Commonwealth Strategic Cryptocurrency Reserve Fund; established, report.",S0088,Reeves
SB558,Virginia Gaming Commission established; penalties.,S0088,Reeves
SB559,Forgery or certain violations; amends venue provisions for prosecution.,S0088,Reeves
SB560,"Public elementary schools, etc.; student participation in sports, civil cause of action.",S0088,Reeves
SB561,"Public schools; reasonable accommodation based on biological sex required, civil cause of action.",S0088,Reeves
SB562,"Electric utilities; RPS requirements, Air Pollution Control Board regulations.",S0132,Cifers
SB563,Public elementary and secondary schools; parent's right to opt children out of certain ed. content.,S0099,Sturtevant
SB564,Unlicensed care homes; homes to register with Department of Social Services.,S0099,Sturtevant
