Bill_id,Bill_description,Patron_id,Patron_name
HB9,Animal control officers; additional training.,H0359,Ennis
SB1205,"Reckless, aggressive, and improper driving; prohibited altered suspension system, penalties.",S0131,Mulchi
SB1206,"Danville, City of; new charter (previous charter repealed).",S0131,Mulchi
SB1207,"Lithium-ion Battery Separator Manufacturing Grant Fund; created, definitions.",S0131,Mulchi
SB1208,Current and Mature Semiconductor Technology Grant Fund; established.,S0019,Lucas
SB1209,"Photo speed monitoring devices; private vendors compensated for calibration, civil penalty.",S0068,Obenshain
SB1210,Va. Residential Property Disclosure Act; required disclosures for buyer to beware.,S0124,Pekarsky
SB1211,Criminal records; technical amendments to court procedures relating to sealing of records.,S0069,McDougle
SB1212,"Virginia Consumer Protection Act; prohibited practices, mandatory fees or surcharges disclosure.",S0124,Pekarsky
SB1213,"Sudden Unexpected Death in Epilepsy; autopsy protocol, information published.",S0124,Pekarsky
SB1214,"High-risk artificial intelligence; development, deployment, and use by public bodies, report.",S0115,Aird
SB1215,Health insurance; required provisions regarding prior authorization for health care services.,S0124,Pekarsky
SB1216,Retail electric energy; renewable energy certificates.,S0124,Pekarsky
SB1217,"Higher educational institutions, baccalaureate public; intercollegiate athletics programs, etc.",S0062,Deeds
SB1218,"Labor and employment; covenants not to compete prohibited, low-wage employees, exceptions, civil pen",S0078,Stuart
SB1219,"Legislator Compensation Commission; established, report, appointment of members.",S0088,Reeves
SB1220,"Concealed weapons; exceptions, penalty.",S0096,DeSteph
SB1221,"Public housing authorities; indigent parties, unlawful detainer.",S0115,Aird
SB1222,"Safeguarding American Veteran Empowerment Act; created, prohibited practices, penalties.",S0088,Reeves
SB1223,"Historical horse racing; pari-mutuel wagering, certain localities.",S0129,VanValkenburg
SB1224,State Police Officers' Retirement System; membership for DWR conservation police officers.,S0062,Deeds
SB1225,Electric Vehicle Rural Infrastructure Program and Fund; established and created.,S0115,Aird
SB1226,"Veterans' Services Protection Act; created, prohibited practices, penalty.",S0115,Aird
SB1227,Person not free on bail; court appearance.,S0115,Aird
SB1228,"Barbers and Cosmetology, Board for; employment prohibition, children 16 years of age or older.",S0115,Aird
SB1229,"Students from foreign countries; student exchange programs, tuition and fee waivers.",S0115,Aird
SB1230,"Public schools; temporarily employed teachers, rules and requirements, extension of time limitation.",S0115,Aird
SB1231,Virginia Investment Performance Grants; awarding of Grants.,S0115,Aird
SB1232,"Autism Advisory Council; name change, membership, repeals sunset date.",S0115,Aird
SB1233,Pedestrian crossing & stop sign violation monitoring systems; violation enforcement.,S0130,Williams Graves
SB1234,"Private well permit application; application shall include whether repair of existing well, etc.",S0115,Aird
SB1235,"Fentanyl, heroin, etc.; manufacturing, selling, giving, distributing, etc., penalties.",S0096,DeSteph
SB1236,"Public schools; certain calculations in Standards of Quality, support services.",S0115,Aird
SB1237,"Medical Assistance Services, Department of; appeals of agency determinations.",S0106,Boysko
SB1238,Health insurance; cost sharing for breast examinations.,S0120,Durant
SB1239,"Cybersecurity; electric service by investor-owned electric utilities, report.",S0069,McDougle
SB1240,"School-connected overdoses; policies relating to parental notification and response, requirements.",S0099,Sturtevant
SB1241,Charitable gaming; certain common interest communities to conduct bingo.,S0120,Durant
SB1242,"Watershed general permits for nutrients; priority projects, compliance schedule.",S0120,Durant
SB1243,Electric utilities; electric distribution infrastructure serving data centers.,S0078,Stuart
SB1244,Ed. opportunities for children of fed. employees; students transferring from foreign countries.,S0120,Durant
SB1245,Boxing and wrestling events; license requirements for examining physicians.,S0096,DeSteph
SB1246,"Va. Emergency Management Preparedness and Capabilities Grant Program and Fund; established, report.",S0082,Stanley
SB1247,"Higher educational institutions, public; grants with foreign countries of concern prohibited, etc.",S0120,Durant
SB1248,"Fire Prevention Code; prohibition on permit fees for fire departments, etc., for certain localities.",S0112,Hackworth
SB1249,Larceny or any offense deemed larceny; charging several acts.,S0120,Durant
SB1250,Transportation Trust Fund; extends limitation on personal liability for loss in investments.,S0114,Bagby
SB1251,"DVS; powers and duties of Commissioner, identification of incarcerated veterans.",S0120,Durant
SB1252,Financial institutions; loans and legal rate of interest.,S0114,Bagby
SB1253,"Physical Therapy, Doctor of; added to list of titles that are unlawful to use without a license.",S0114,Bagby
SB1254,Comprehensive plan; environmental justice strategy.,S0114,Bagby
SB1255,"Restraints on juveniles; use in court prohibited, exceptions.",S0114,Bagby
SB1256,"Counties, cities, and towns; comprehensive plan may include use of accessory dwelling units.",S0082,Stanley
SB1257,Student & campus safety; opioid antagonist administration training for resident assistants required.,S0114,Bagby
SB1258,"Fentanyl; possession in presence of minor prohibited, enhanced penalty.",S0120,Durant
SB1259,VCU Health System Authority; changes relating to board of directors and chief executive officer.,S0114,Bagby
SB1260,Hospitals; reports of threats or acts of violence against health care providers.,S0115,Aird
SB1261,"Juveniles; fingerprints, palm prints, and photographs, effective date.",S0114,Bagby
SB1262,"Restorative Schools in Virginia Pilot Program; established, report, sunset date.",S0124,Pekarsky
SB1263,Water and sewer connection fees; new residential development.,S0114,Bagby
SB1264,"Career and technical education courses, pathways, and credentials; biennial review, report.",S0114,Bagby
SB1265,Driver communication improvement program; DMV to develop and implement program.,S0096,DeSteph
SB1266,Retail tobacco and hemp products; possession intended for smoking by person younger than 21 years.,S0120,Durant
SB1267,"Zoning; enhanced civil penalties, certain residential violations.",S0115,Aird
SB1268,Immigration status; inquiry and report.,S0120,Durant
SB1269,Surplus lines broker taxes; certain insurance policies.,S0124,Pekarsky
SB1270,"Deed fraud; VHDA to evaluate prevalence, develop recommendations for prevention, etc.",S0112,Hackworth
SB1271,"Threats of death or bodily injury to a person or member of his family, etc.; penalty.",S0125,Perry
SB1272,Trespass with an unmanned aircraft system; penalties.,S0116,Jordan
SB1273,Subsidized Work Experience Program; established.,S0116,Jordan
SB1274,Witness Impeachment Evidence Designation; review process.,S0125,Perry
SB1275,Virginia Business Ready Sites Program Fund; eligible site for site development grant.,S0116,Jordan
SB1276,"Labor and employment; portable benefit accounts, income tax, deduction.",S0096,DeSteph
SB1277,Minor witnesses; appointment of guardian ad litem in circuit court.,S0125,Perry
SB1278,"Fentanyl and Heroin Enforcement, Task Force on; bimonthly meetings.",S0096,DeSteph
SB1279,Maternal health; protocols and resources for hospitals and outpatient providers.,S0116,Jordan
SB1280,Gaming; posting of problem gambling helpline information.,S0085,Ebbin
SB1281,Electric utilities; retail competition.,S0112,Hackworth
SB1282,"Fire Programs Fund; aid to localities, requirement for emergency incidents reporting.",S0120,Durant
SB1283,"Correctional facilities, state and regional; private management prohibited.",S0085,Ebbin
SB1284,"Higher educational institutions, public; material aid or support to terrorist activities, etc.",S0082,Stanley
SB1285,"Professional & Occupational Reg., Dept. of; deregulation of residential building energy analysts.",S0096,DeSteph
SB1286,Line of Duty Act; auxiliary police officers and volunteer deputy sheriffs.,S0120,Durant
SB1287,"Virginia Gaming Commission; established, penalties, report.",S0088,Reeves
SB1288,Highway maintenance; Town of New Market.,S0121,French
SB1289,Public elementary and secondary schools; nutritional standards for school meals and other foods.,S0116,Jordan
SB1290,Health insurance; reimbursement for services rendered by certain practitioners.,S0062,Deeds
SB1291,General district courts; increases jurisdictional limits.,S0105,Peake
SB1292,"Virginia Retirement System; return to work, sunset date.",S0120,Durant
SB1293,Autism spectrum disorder; school board employees professional development and continuing education.,S0082,Stanley
SB1294,Regional emergency medical services councils; funds distributed to VDH from motor vehicle reg. fees.,S0119,Diggs
SB1295,Preliminary protective orders; dispositional hearings.,S0068,Obenshain
SB1296,Virginia Public-Private Safety Communications Infrastructure Fund; established.,S0068,Obenshain
SB1297,ABC Board; primary law-enforcement agency for certain crimes against property and involving fraud.,S0118,Craig
SB1298,"Use of profane, threatening, etc., language over the telephone; repeated telephone contact, penalty.",S0131,Mulchi
SB1299,Workers' compensation;  compensation to dependents or beneficiaries of an employee killed.,S0098,McPike
SB1300,"Dumfries, Town of; amending charter, town powers, etc.",S0098,McPike
SB1301,"Workers' compensation benefits; post-traumatic stress disorder incurred by firefighters, etc.",S0098,McPike
SB1302,"Limited-duration licenses, driver privilege cards and permits, etc.; expiration.",S0098,McPike
SB1303,Public elementary and secondary schools; diabetes medical care and management in public schools.,S0098,McPike
SB1304,Nonhospitalized individuals; crisis stabilization services.,S0098,McPike
SB1305,"Local taxes; change to zoning ordinances, etc.",S0098,McPike
SB1306,"Taxation, Department of; repealing Virginia Free File Tax program.",S0098,McPike
SB1307,"Sales and use tax, local; additional tax authorized in all counties and cities to support schools.",S0098,McPike
SB1308,"Motor vehicle dealers; recall and warranty costs, right of first refusal.",S0098,McPike
SB1309,"Real estate brokers and salespersons; duties, licensees engaged by buyers.",S0098,McPike
SB1310,Architects; alternative to education requirement for licensure.,S0098,McPike
SB1311,"Health insurance; pharmacy benefits managers, definition of ""covered entity.""",S0098,McPike
SB1312,Real property tax; high exemption locality reimbursements.,S0098,McPike
SB1313,"Affordable housing; local zoning ordinance authority, comprehensive plan.",S0098,McPike
SB1314,Health insurance; coverage requirements for prostate cancer screenings.,S0098,McPike
SB1315,Horse racing and pari-mutuel wagering; percentage retained by racetrack and locality.,S0098,McPike
SB1316,Renewable energy portfolio standard eligible sources; geothermal electric generating resources.,S0098,McPike
SB1317,Transportation district commissions; contracts or agreements.,S0098,McPike
SB1318,"Pharmacy, Board of; membership, EMS agencies authorized to obtain controlled substance registration.",S0098,McPike
SB1319,Industrial wastewater; publicly owned treatment works.,S0098,McPike
SB1320,Preparticipation physical evaluation; children's cardiac safety.,S0114,Bagby
SB1321,"Retail Sales and Use Tax; exempts gold, silver, or platinum bullion, extends sunset.",S0121,French
SB1322,"Virginia Gaming Commerce Regulation Act; established, penalties distribution of funds, report.",S0096,DeSteph
SB1323,"Virginia Gaming Commerce Regulation Act; established, penalties, report.",S0118,Craig
SB1324,Obstructing health care facility access; penalties.,S0100,Surovell
SB1325,"COVID-19 pandemic; DEM to convene work group to study the Commonwealth's response,  report.",S0126,Roem
SB1326,Core emergency management functions; DEM to study reliance on federal grants.,S0125,Perry
SB1327,Judges; maximum number in each judicial district.,S0119,Diggs
SB1328,"Medicaid waivers; consumer-directed services, employer of record.",S0120,Durant
SB1329,"Carrying concealed weapons; exception, penalty.",S0080,Marsden
SB1330,"Short-term rentals; registration, civil penalty, effective date.",S0080,Marsden
SB1331,"Juvenile and domestic relations district court; juvenile intake, school notification.",S0080,Marsden
SB1332,Towing and storage of certain vehicles; limitation on charges.,S0080,Marsden
SB1333,Juveniles; commitment of serious offenders.,S0080,Marsden
SB1334,"Juvenile and domestic relations district court; preliminary hearing, violent juvenile felony.",S0080,Marsden
SB1335,"Virginia Community Flood Preparedness Fund; loan and grant program, eligible recipients.",S0080,Marsden
SB1336,Electricity consumption tax; rate adjustments.,S0080,Marsden
SB1337,Coastal storm risk mgmt.; Office of Commonwealth Resilience to study costs of feasibility studies,S0080,Marsden
SB1338,Carbon-free energy or clean energy; definition of fusion energy.,S0080,Marsden
SB1339,Virginia Telephone Privacy Protection Act; telephone solicitations by text message.,S0080,Marsden
SB1340,"Commissioner of Hwys.; prequalification program for self-bonding program, removes certain reports.",S0080,Marsden
SB1341,"Wildlife Corridor Grant Fund; established, wildlife carcass removal tracking, reports.",S0080,Marsden
SB1342,Low-income households; Dept. of Energy to identify barriers to reducing energy-related costs.,S0114,Bagby
SB1343,Tax administration; award for tax underpayment detection assistance.,S0100,Surovell
SB1344,Virginia Housing Trust Fund; creation and management.,S0116,Jordan
SB1345,"Commercial entity offering social media accounts; restricted hours for minors, civil liability.",S0116,Jordan
SB1346,Virginia Opportunity Scholarship Grant Program; established.,S0116,Jordan
SB1347,"Maternal Health Coordinator Program; created, report.",S0116,Jordan
SB1348,"Transportation network companies; publishing and disclosure requirements, effective date.",S0133,Srinivasan
SB1349,"Conflict of Interests Act, State and Local Government, etc.; annual filing of disclosure statements.",S0133,Srinivasan
SB1350,Restaurants; food allergy awareness notice required.,S0133,Srinivasan
SB1351,Affordable housing; religious organizations and other tax-exempt properties.,S0133,Srinivasan
SB1352,"Certified nurse midwives/licensed certified midwives; independent practice, organized medical staff.",S0133,Srinivasan
SB1353,High-energy facilities; water and energy usage info. reports statewide clearinghouse established.,S0133,Srinivasan
SB1354,Medicaid billing navigator positions; established.,S0133,Srinivasan
SB1355,"Discovery; electronic means, report.",S0133,Srinivasan
SB1356,Electronic fund transfers; fees prohibited.,S0133,Srinivasan
SB1357,"Conflict of Interests Act, State and Local Government, etc.; personal interest in a transaction.",S0085,Ebbin
SB1358,Underground transmission lines; qualifying projects.,S0133,Srinivasan
SB1359,"Health carriers and pharmacy benefits managers; prohibited conduct, civil penalty.",S0133,Srinivasan
SB1360,"Foreign dental program graduates; license to teach dentistry, repeals sunset.",S0111,Pillion
SB1361,"Nitrous oxide; unlawful for any person to sell, distribute, etc., to persons under 18 years of age,",S0111,Pillion
SB1362,"Real estate brokers, etc.; criminal history information check.",S0111,Pillion
SB1363,"Health Professions, Board of; transfer of powers and duties.",S0111,Pillion
SB1364,"Professional and Occupational Regulation, Department of; board appointment requirements.",S0111,Pillion
SB1365,Stormwater management regulations; localities outside Chesapeake Bay watershed.,S0111,Pillion
SB1366,Compounding drugs; exceptions for distribution within hospital or health system.,S0111,Pillion
SB1367,Long-acting injectable or extended-release prescription drugs; correctional facilities.,S0111,Pillion
SB1368,SW Va. Higher Ed. Ctr. Bd. of Trustees; authority to permit campus officers to carry firearms.,S0111,Pillion
SB1369,RS & UT; exemption for prescription medicine and drugs purchased by veterinarians; sunset extension.,S0111,Pillion
SB1370,Model memorandum of understanding; counseling from school counselors by way of telehealth.,S0133,Srinivasan
SB1371,"Gift certificates; prohibits imposition of a dormancy fee, etc.",S0133,Srinivasan
SB1372,"Children; petitions for relief of care & custody, investigation by local dept. of social services.",S0101,Suetterlein
SB1373,"Energy Innovation Pilot Program; established, report.",S0101,Suetterlein
SB1374,Continuity of Operations; Secretary of Public Safety & Homeland Sec. to study centralized framework.,S0101,Suetterlein
SB1375,"Dynamic stockpile strategy; Div. of Purchases & Supply, et al., to study use in times of emergency.",S0101,Suetterlein
SB1376,Virginia Consumer Protection Act; food labeling.,S0080,Marsden
SB1377,"Mental Health First Aid Program; DOE, et al., to develop, participation by school staff & students.",S0108,Hashmi
SB1378,Child tax credit; Virginia adjusted gross income.,S0115,Aird
SB1379,"Research and Clinical Trial Cancer Consortium Initiative; established, report, effective clause.",S0115,Aird
SB1380,"Virtual or online learning; development of guidelines and information, public health emergencies.",S0108,Hashmi
SB1381,"Mental health first aid training program; Department of Education, et. al., to develop.",S0108,Hashmi
SB1382,"Virtual or online learning; development of guidelines and information, public health emergencies.",S0108,Hashmi
SB1383,"Nursing homes; establishes procedures for implementation of sanctions, civil penalty.",S0115,Aird
SB1384,"Childbirth; postpartum process, definitions.",S0115,Aird
SB1385,"Emergency management and state health regions, etc.; study of makeup and composition.",S0086,Favola
SB1386,"Emergency Management, Department of; powers & duties, development & implementation of guidelines.",S0086,Favola
SB1387,"Emergency resource management system; Chief Information Officer, et al.; to develop.",S0086,Favola
SB1388,"Contractors; designated employees, clarifies definition of definition of affiliate.",S0121,French
SB1389,Firearm safety device tax credit; defines commercial retailer.,S0133,Srinivasan
SB1390,Postpartum Depression Education Act; Department of Health to establish a public awareness campaign.,S0133,Srinivasan
SB1391,"Early Childhood Care and Education, Commission on; expands membership.",S0133,Srinivasan
SB1392,Ignition interlock system; duration.,S0078,Stuart
SB1393,Pregnancy mobile application; Department of Health to contract with a mobile developer to create.,S0130,Williams Graves
SB1394,"Energy storage requirements; Department of Energy, et al., to develop model ordinances, reports.",S0114,Bagby
SB1395,"Illegal sale of cannabis; retail tobacco & hemp products, possession by person under 21yrs. of age.",S0105,Peake
SB1396,Virginia Retirement System; enhanced retirement benefits for animal control officers.,S0122,Head
SB1397,"Firearms, stun weapons, etc.; possession or transportation by persons adjudicated delinquent.",S0105,Peake
SB1398,Assault and battery; adds campus police officers to definition of law-enforcement officer.,S0105,Peake
SB1399,"Lobbyist registration; definition of ""lobbyist"".",S0082,Stanley
SB1400,Va. Residential Landlord & Tenant Act; algorithmic device services or products prohibited.,S0127,Salim
SB1401,Firefighters and emergency medical services providers; collective bargaining.,S0019,Lucas
SB1402,Transient occupancy tax; administration.,S0100,Surovell
SB1403,Electric utilities; request for proposals required for certain facilities.,S0100,Surovell
SB1404,"School boards; method of selection, election required.",S0124,Pekarsky
SB1405,Evaluation and determination of competency; raising question of competency to stand trial or plead.,S0119,Diggs
SB1406,"Children's Ombudsman, Office of the; foster youths right to receive information.",S0127,Salim
SB1407,Mission-critical affected emergency generators; DEQ to promulgate administrative regulations.,S0088,Reeves
SB1408,"Waterworks; mandatory reporting of anomalies, negligence.",S0088,Reeves
SB1409,"Restorative housing and isolated confinement; restrictions on use, effective date.",S0114,Bagby
SB1410,"Estimated tax; failure by individual, trust, or estate to pay.",S0116,Jordan
SB1411,Lighted vehicle headlights; lawful stop by law-enforcement officer.,S0119,Diggs
SB1412,"Domestic and foreign corporations; corporations transacting business in Commonwealth, etc.",S0069,McDougle
SB1413,"Public school buildings; indoor air quality, inspection and evaluation.",S0100,Surovell
SB1414,"Employee Child Care Assistance Pilot Program; established, report.",S0108,Hashmi
SB1415,"Virginia Public Procurement Act; purchase of testing kits during a disaster, etc.",S0126,Roem
SB1416,"Pedestrians; drivers to stop when crossing highway, etc., penalty.",S0085,Ebbin
SB1417,"Digital Content Authenticity and Transparency Act; established, civil penalty.",S0085,Ebbin
SB1418,Postpartum doula care; DMAS to amend state plan for medical assistance services.,S0115,Aird
SB1419,Ear-piercers and ear-piercing salons and schools; licensure by the Board of Barbers and Cosmetology.,S0115,Aird
SB1420,Forfeited assets; law enforcement use.,S0122,Head
SB1421,"Unauthorized use of voice or likeness; punitive damages, statute of limitations.",S0088,Reeves
SB1422,"Zoning violations; appeals, fines.",S0088,Reeves
SB1423,Taxation; rate of interest on omitted taxes and assessments.,S0112,Hackworth
SB1424,"Single-family homes; prohibited acquisition and ownership, restrictions, civil penalty.",S0129,VanValkenburg
SB1425,"Retail Sales and Use Tax; data center exemption expiration, distribution of revenues.",S0078,Stuart
SB1426,"Income tax, corporate and state; defines ""entire net income.""",S0114,Bagby
SB1427,"Early Childhood Care and Education, Commission on; expands membership.",S0117,Carroll Foy
SB1428,"Deputy Hunter D. Reedy Memorial Bridge; designating as bridge on Adwolfe Rd., etc. over I-81.",S0112,Hackworth
SB1429,War veterans; protection for memorials.,S0099,Sturtevant
SB1430,Closure of the U.S government; civil relief for furloughed employees and contractors.,S0113,Rouse
SB1431,Admission to bail; risk assessment.,S0080,Marsden
SB1432,"Juvenile secure detention facilities; closure or consolidation, funding contributions.",S0080,Marsden
SB1433,Mobile machinery and equipment; tax credit for purchase.,S0080,Marsden
SB1434,"Solar photovoltaic project; decisions of localities, regional energy plans.",S0098,McPike
SB1435,Eminent domain powers of public service corporations; compensation to the Commonwealth & localities.,S0125,Perry
SB1436,Health insurance; cost sharing for breast examinations.,S0125,Perry
SB1437,"Standards of Quality; class size limits, exception for ensemble music classes.",S0120,Durant
SB1438,"Health regulatory boards; regulations, licensure by endorsement.",S0120,Durant
SB1439,"Acute psychiatric bed registry; patient privacy and data security, etc.",S0120,Durant
SB1440,"Consumer data privacy; automakers, civil penalty.",S0120,Durant
SB1441,Public middle schools; programs of instruction.,S0120,Durant
SB1442,"Public Safety & Homeland Security & HHR, Secretaries of; combat sale of illicit cannabis products.",S0080,Marsden
SB1443,"Income tax, state; establishes car tax credit.",S0120,Durant
SB1444,"Manassas Park, City of; amending charter, city powers, etc.",S0126,Roem
SB1445,"Photo speed monitoring devices; systems for traffic signals, proof of violation, effective date.",S0119,Diggs
SB1446,Human smuggling; penalties.,S0132,Cifers
SB1447,"Health insurance; coverage for at-home blood pressure monitors, report.",S0124,Pekarsky
SB1448,"Resource intensive facilities; permitting reqmts., Resource Intensive Facility Fee Fund established.",S0078,Stuart
SB1449,Data centers; site assessment for high energy use facility.,S0085,Ebbin
SB1450,"Firearm industry members; creates standards of responsible conduct, civil liability.",S0085,Ebbin
SB1451,Supplemental payment to Medicaid member for transportation DMAS to seek fed. authority to provide.,S0133,Srinivasan
SB1452,Conveyance or assumption; certain restrictions prohibited.,S0099,Sturtevant
SB1453,"Financial institutions; discrimination prohibited, penalty.",S0099,Sturtevant
SB1454,Voter registration; systematic citizenship verification program.,S0099,Sturtevant
SB1455,Online marketplace; establishes requirements for high-volume third-party sellers.,S0078,Stuart
SB1456,"Income tax, corporate; sourcing of sales other than sales of tangible personal property.",S0068,Obenshain
SB1457,"Maternal Health Monitoring Pilot Program; pregnancy mobile application, report.",S0117,Carroll Foy
SB1458,Single license plate; fee to display.,S0082,Stanley
SB1459,Emergency services and disaster law; prohibition on media paywalls during states of emergency.,S0125,Perry
SB1460,Human trafficking; issuance of writ of vacatur for victims.,S0067,Locke
SB1461,Rapid whole genome sequencing; state plan for medical assistance services.,S0116,Jordan
SB1462,High school graduation requirements; history and social studies credits.,S0114,Bagby
SB1463,Toll limits; electronic toll collection device.,S0133,Srinivasan
SB1464,Asphalt recycling equipment; tax credit for purchase of reprocessing existing asphalt materials.,S0080,Marsden
SB1465,"Virginia State Crime Commission; designating review panel, cases involving Mary Jane Burton, report.",S0100,Surovell
SB1466,"Criminal records; expungement and sealing of records, repeals Sealing Fee Fund.",S0100,Surovell
SB1467,Commonwealth Aviation Fund; changes allocation amounts.,S0096,DeSteph
SB1468,Military and emergency laws; acquisition of land adjacent to a military base.,S0096,DeSteph
SB1469,"Campaign finance; campaign contribution limits, civil penalty.",S0062,Deeds
SB1470,Judicial Inquiry and Review Commission; submission of annual report.,S0062,Deeds
SB1471,"Veterans Services, Department of; powers and duties of Commissioner, online portal.",S0062,Deeds
SB1472,Revenue reserves and budgetary amendments; increases maximum combined amount in certain funds.,S0019,Lucas
SB1473,Six-year capital outlay plan and funding; removes certain requirement.,S0019,Lucas
SB1474,Filing of six-year financial outline; alternative recession estimates.,S0019,Lucas
SB1475,"Dentists & dental hygienists; work group to assess expedited pathways for licensure, report.",S0111,Pillion
SB1476,Vacant and blighted or derelict property; locality allowed to sell.,S0111,Pillion
SB1477,Disaster Assistance Fund; established.,S0111,Pillion
SB1478,"School of Dentistry of Virginia Commonwealth University; efficacy of expanding facilities, report.",S0082,Stanley
SB1479,"Certification of law-enforcement officers; out-of-state certifications recognized, requirements.",S0101,Suetterlein
SB1480,Consumer-directed services employees; removal of limitation on hours worked per day.,S0101,Suetterlein
SB1481,"Animal testing; facilities operated by public institutions of higher education, report.",S0082,Stanley
SB1482,Bribes to officers or candidates for office; gratuities for previous acts.,S0101,Suetterlein
SB1483,"Hemp products; regulated retail facility registration, fee.",S0106,Boysko
SB1484,Hospitals and nursing homes; licensure and inspection fees.,S0133,Srinivasan
SB1485,"Electric utilities; customer energy choice, customer return to service, subscription cap and queue.",S0133,Srinivasan
SB1486,"Public schools; protection of student records and personal information, policies and procedures.",S0132,Cifers
SB1487,Governor; protecting the resiliency of the Commonwealth's critical infrastructure.,S0132,Cifers
SB1488,"Income tax, state; creates family caregiver tax credit.",S0132,Cifers
SB1489,"Authority of local governments; definitions, service employees.",S0114,Bagby
SB1490,"Richmond, City of; amending charter, qualifications for Director of Public Utilities.",S0099,Sturtevant
SB1491,School crossing zones; institutions of higher education.,S0114,Bagby
SB1492,Mass Violence Care Fund; established.,S0080,Marsden
SB1493,Contraception; right to access.,S0101,Suetterlein
SB1494,Registration of lobbyists & conflict of interest; disclosure by those making political contribution.,S0080,Marsden
SB1495,State Air Pollution Control Board; permit exemptions for bovine incinerators.,S0088,Reeves
SJ1,Constitutional amendment; fundamental right to reproductive freedom (first reference).,S0106,Boysko
SJ2,"Constitutional amendment; qualifications of voters, right to vote, persons not entitled to vote.",S0067,Locke
SJ10,Constitutional amendment; term limits for Lieutenant Governor & Attorney General (first reference).,S0105,Peake
SJ11,Constitutional amendment; marriage between two individuals.,S0085,Ebbin
SJ14,Artificial intelligence; Joint Commission on Technology and Science to study advancements.,S0128,Subramanyam
SJ18,Dillon Rule; joint subcommittee to study.,S0108,Hashmi
SJ19,Roadway & pedestrian improvements in Gainesville; VDOT to study implementation in Prince Wm. County.,S0126,Roem
SJ20,Comprehensive community colleges; funding model for noncredit workforce credential programs.,S0115,Aird
SJ21,Secretariat of Rural Affairs; JLARC to study need for and feasibility of creating position.,S0115,Aird
SJ22,"Virginia State Police, retired; TAX to study reducing economic stress.",S0117,Carroll Foy
SJ26,Drugs; JLARC to study scope and cost of penalizing possession as a felony.,S0124,Pekarsky
SJ247,Constitutional amendment; fundamental right to reproductive freedom (first reference).,S0106,Boysko
SJ248,Constitutional amendment (first reference); qualifications of voters; right to vote; persons not entitled to vote.,S0067,Locke
SJ249,Constitutional amendment; marriage between two adult persons.,S0085,Ebbin
SJ250,"Women Veterans Day; designating as June 12, 2025, and each succeeding year thereafter.",S0117,Carroll Foy
SJ251,"Public school libraries; removal of certain books, report.",S0067,Locke
SJ252,Virginia State Route 55; Department of Transportation to study traffic congestion reduction.,S0121,French
SJ253,General elections; joint subcommittee to study consolidation and scheduling.,S0100,Surovell
SJ254,Ehlers-Danlos Syndromes Awareness Month; designating as May 2025 & each succeeding year thereafter.,S0125,Perry
SJ255,Virginia's campaign finance laws; Joint Legislative Audit and Review Commission to study.,S0113,Rouse
SJ256,Commending the Rappahannock High School baseball team.,S0078,Stuart
SJ257,Celebrating the life of Dorothy Belle Scates Langmack.,S0078,Stuart
SJ258,Virginia's manufacturing sector; JLARC to update its 2016 study of the impact of regulations.,S0130,Williams Graves
SJ259,Study; JLARC; methodology used to determine judicial allocations; report.,S0100,Surovell
SJ260,Transportation infrastructure; JLARC to study Department of Transportation's policies and funding.,S0126,Roem
SJ261,Specialized Education School Week; designating as first week of Oct. 2025 & each succeeding year.,S0124,Pekarsky
SJ262,"Rural Affairs, Secretariat of; JLARC to study need for and feasibility of creating position.",S0115,Aird
SJ263,Surry County; DOT to study need for constructing bridge to James City County or Charles City County.,S0115,Aird
SJ264,"Virginia Private College Week; designating as week of July 13, 2025, & 3rd week of July each year.",S0114,Bagby
SJ265,Celebrating the life of John Andrew Brown.,S0078,Stuart
SJ266,Commending Debbie Rountree.,S0118,Craig
SJ267,Commending the National Conference of State Legislatures.,S0067,Locke
SJ268,"Celebrating the life of Captain Jerome A. Sheppard, USAF, Ret.",S0067,Locke
SJ269,Persian Heritage Month.,S0129,VanValkenburg
SJ270,Constitutional amendment; term limits for Lieutenant Governor & Attorney General (first reference).,S0105,Peake
SJ271,Constitutional amendment (first reference); right to work.,S0068,Obenshain
SJ272,Commending Anne Cochrane Pace.,S0129,VanValkenburg
SJ273,Governor; confirming appointments.,S0113,Rouse
SJ274,Confirming Governor's appointments; October 1.,S0113,Rouse
SJ275,Confirming Governor's appointments; August 1.,S0113,Rouse
SJ276,Confirming Governor's appointments; January 10.,S0113,Rouse
SJ277,Commending Lawrence Douglas Wilder.,S0069,McDougle
SJ278,Native Plant Month.,S0116,Jordan
SJ279,Commending the Reverend Dr. Kirkland R. Walton.,S0129,VanValkenburg
SJ280,Commending the 2025 House-Senate basketball game to benefit Massey Cancer Center.,S0113,Rouse
SJ281,Commending the Honorable G. Glenn Oder.,S0067,Locke
SJ282,"Commending Leo C. Bowers, M.D.",S0067,Locke
SJ283,Commending Ross A. Mugler.,S0067,Locke
SJ284,Reaffirming the Commonwealth's support and commitment to the State of Israel and its supporters.,S0099,Sturtevant
SJ285,"Commemorating the life and legacy of Private Oscar Cleveland Hicks, USA.",S0099,Sturtevant
SJ286,Confirming Governors appointments; December 1.,S0113,Rouse
SJ287,Commending Shrine Mont.,S0121,French
SJ288,"Commending Jon R. Stehle, Jr.",S0127,Salim
SJ289,Commending So Lim.,S0127,Salim
SJ290,Commending D. Thomas Ross.,S0127,Salim
